Ship Mode,Segment,City,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit_percentage,,Total profit,286397.0217
Second Class,Corporate,New York City,New York,East,Office Supplies,Paper,221.92,4,0,106.5216,0.037193683,,,
Second Class,Corporate,New York City,New York,East,Technology,Accessories,26,2,0,11.7,0.004085238,,,
Standard Class,Consumer,Boynton Beach,Florida,South,Office Supplies,Paper,15.552,3,0.2,5.4432,0.001900578,,,
Same Day,Corporate,Mesquite,Texas,Central,Office Supplies,Binders,0.876,1,0.8,-1.4016,-0.000489391,,,
Same Day,Consumer,Redlands,California,West,Office Supplies,Paper,19.98,1,0,9.3906,0.003278875,,,
Same Day,Consumer,Redlands,California,West,Office Supplies,Binders,398.352,3,0.2,124.485,0.043465885,,,
Same Day,Consumer,Redlands,California,West,Office Supplies,Art,5.04,3,0,1.26,0.000439949,,,
Same Day,Consumer,Redlands,California,West,Office Supplies,Fasteners,17.45,5,0,8.027,0.002802753,,,
Same Day,Consumer,Redlands,California,West,Furniture,Chairs,323.136,4,0.2,20.196,0.007051749,,,
Same Day,Consumer,Redlands,California,West,Office Supplies,Supplies,29.7,3,0,8.019,0.002799959,,,
Same Day,Consumer,Redlands,California,West,Technology,Phones,1295.84,4,0.2,145.782,0.050902066,,,
Same Day,Consumer,Redlands,California,West,Office Supplies,Storage,46.84,2,0,12.6468,0.004415828,,,
Same Day,Consumer,Redlands,California,West,Furniture,Bookcases,425.833,1,0.15,20.0392,0.006997,,,
Second Class,Consumer,Rochester,New York,East,Furniture,Tables,209.67,1,0.4,-13.978,-0.004880637,,,
Standard Class,Consumer,Stockton,California,West,Office Supplies,Paper,159.88,7,0,73.5448,0.025679317,,,
First Class,Corporate,Seattle,Washington,West,Office Supplies,Paper,5.28,1,0,2.376,0.000829618,,,
First Class,Corporate,Seattle,Washington,West,Office Supplies,Binders,895.92,5,0.2,302.373,0.105578263,,,
Standard Class,Consumer,Ormond Beach,Florida,South,Office Supplies,Binders,2.808,3,0.7,-1.9656,-0.00068632,,,
First Class,Corporate,Sunnyvale,California,West,Furniture,Chairs,215.976,3,0.2,-2.6997,-0.000942642,,,
Second Class,Home Office,Lansing,Michigan,Central,Furniture,Bookcases,241.96,2,0,41.1332,0.0143623,,,
Second Class,Home Office,Lansing,Michigan,Central,Office Supplies,Labels,27.72,9,0,13.3056,0.004645858,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Envelopes,104.68,5,0.2,35.3295,0.012335848,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones,62.958,7,0.4,9.4437,0.003297416,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Accessories,86.376,3,0.2,1.0797,0.000376994,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,64.944,3,0.2,6.4944,0.002267621,,,
Standard Class,Home Office,Philadelphia,Pennsylvania,East,Office Supplies,Paper,20.736,4,0.2,7.2576,0.002534105,,,
Second Class,Corporate,Dover,New Hampshire,East,Office Supplies,Appliances,33.28,4,0,9.3184,0.003253665,,,
Second Class,Corporate,Dover,New Hampshire,East,Office Supplies,Art,38.52,9,0,11.9412,0.004169457,,,
Second Class,Corporate,Dover,New Hampshire,East,Furniture,Furnishings,139.86,7,0,60.1398,0.020998752,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Paper,19.65,3,0,9.039,0.003156108,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,152.991,3,0.7,-122.3928,-0.042735361,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,10.584,7,0.2,-2.3814,-0.000831503,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,94.92,4,0.4,15.82,0.0055238,,,
Standard Class,Consumer,Grand Prairie,Texas,Central,Furniture,Furnishings,14.76,5,0.6,-11.439,-0.003994106,,,
Standard Class,Consumer,Grand Prairie,Texas,Central,Office Supplies,Binders,3.656,4,0.8,-5.8496,-0.002042479,,,
Same Day,Consumer,New York City,New York,East,Office Supplies,Paper,146.82,3,0,73.41,0.02563225,,,
Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Binders,149.544,9,0.2,50.4711,0.017622774,,,
Standard Class,Corporate,Long Beach,New York,East,Office Supplies,Supplies,17.14,2,0,4.4564,0.001556022,,,
Standard Class,Corporate,Long Beach,New York,East,Furniture,Tables,991.764,3,0.4,-347.1174,-0.12120147,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,30.48,6,0.2,9.906,0.003458835,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,23.988,2,0.4,-4.7976,-0.001675157,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Fasteners,16.688,7,0.2,5.4236,0.001893735,,,
Standard Class,Corporate,York,Pennsylvania,East,Furniture,Chairs,422.058,3,0.3,-18.0882,-0.006315778,,,
Standard Class,Corporate,York,Pennsylvania,East,Office Supplies,Binders,38.088,4,0.7,-27.9312,-0.009752615,,,
Standard Class,Corporate,York,Pennsylvania,East,Office Supplies,Storage,254.352,6,0.2,-50.8704,-0.017762196,,,
Standard Class,Consumer,Concord,California,West,Furniture,Furnishings,43.31,1,0,4.331,0.001512236,,,
Standard Class,Consumer,New York City,New York,East,Technology,Phones,84.95,5,0,22.087,0.007712022,,,
Standard Class,Consumer,College Station,Texas,Central,Furniture,Chairs,233.058,3,0.3,-53.2704,-0.018600193,,,
Second Class,Consumer,Saint Louis,Missouri,Central,Technology,Accessories,111.79,7,0,43.5981,0.015222959,,,
Standard Class,Consumer,Quincy,Massachusetts,East,Office Supplies,Paper,14.94,3,0,7.0218,0.002451771,,,
Standard Class,Corporate,New York City,New York,East,Office Supplies,Binders,14.16,2,0.2,5.133,0.001792267,,,
Standard Class,Home Office,Dallas,Texas,Central,Furniture,Furnishings,22.608,3,0.6,-10.1736,-0.003552272,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Fasteners,21.48,6,0,10.74,0.003750039,,,
First Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,501.81,3,0,0,0,,,
First Class,Consumer,Minneapolis,Minnesota,Central,Office Supplies,Storage,161.94,3,0,9.7164,0.003392633,,,
Standard Class,Home Office,Deltona,Florida,South,Office Supplies,Art,17.856,4,0.2,2.0088,0.000701404,,,
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,8.808,3,0.8,-14.9736,-0.005228267,,,
Same Day,Consumer,Cincinnati,Ohio,East,Furniture,Furnishings,79.384,1,0.2,29.769,0.010394312,,,
Standard Class,Home Office,Oakland,California,West,Office Supplies,Art,34.58,1,0,10.0282,0.003501503,,,
Standard Class,Home Office,Manteca,California,West,Office Supplies,Paper,314.55,3,0,150.984,0.052718425,,,
Standard Class,Consumer,Laredo,Texas,Central,Technology,Accessories,191.976,3,0.2,23.997,0.008378928,,,
Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Paper,8.288,2,0.2,3.0044,0.001049033,,,
Standard Class,Consumer,Laredo,Texas,Central,Furniture,Furnishings,139.92,5,0.6,-150.414,-0.052519401,,,
Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Art,15.872,1,0.2,1.1904,0.000415647,,,
Standard Class,Consumer,Laredo,Texas,Central,Office Supplies,Binders,6.286,7,0.8,-11.0005,-0.003840997,,,
Second Class,Consumer,Kent,Ohio,East,Office Supplies,Art,14.016,3,0.2,1.752,0.000611738,,,
Second Class,Consumer,Kent,Ohio,East,Technology,Accessories,71.976,3,0.2,-8.997,-0.003141443,,,
Second Class,Consumer,Kent,Ohio,East,Technology,Phones,107.982,3,0.4,-26.9955,-0.009425901,,,
Standard Class,Corporate,San Angelo,Texas,Central,Furniture,Chairs,305.312,2,0.3,-8.7232,-0.003045842,,,
First Class,Consumer,San Francisco,California,West,Office Supplies,Binders,19.752,3,0.2,6.9132,0.002413852,,,
Standard Class,Home Office,Houston,Texas,Central,Office Supplies,Binders,9.264,3,0.8,-13.896,-0.004852006,,,
Second Class,Corporate,Houston,Texas,Central,Office Supplies,Storage,61.792,4,0.2,6.1792,0.002157564,,,
Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,45.68,2,0,21.0128,0.007336948,,,
Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,60.12,9,0,28.8576,0.010076082,,,
Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Binders,41.72,5,0.2,13.0375,0.004552247,,,
Standard Class,Home Office,Salt Lake City,Utah,West,Office Supplies,Paper,71.6,8,0,32.936,0.01150012,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Binders,85.232,7,0.2,30.8966,0.010788031,,,
Standard Class,Consumer,New York City,New York,East,Office Supplies,Labels,44.4,3,0,22.2,0.007751477,,,
Standard Class,Consumer,New York City,New York,East,Furniture,Chairs,442.764,4,0.1,59.0352,0.020613064,,,
Standard Class,Consumer,New York City,New York,East,Technology,Machines,3999.95,5,0,1159.9855,0.405027082,,,
Standard Class,Consumer,New York City,New York,East,Technology,Accessories,199.95,5,0,21.9945,0.007679724,,,
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,63.68,8,0,28.0192,0.009783342,,,
Second Class,Corporate,Salinas,California,West,Office Supplies,Binders,54.896,2,0.2,18.5274,0.006469132,,,
Same Day,Consumer,Huntsville,Alabama,South,Technology,Accessories,29,2,0,7.25,0.002531451,,,
Standard Class,Consumer,Columbus,Indiana,Central,Office Supplies,Envelopes,70.08,6,0,35.04,0.012234764,,,
Standard Class,Consumer,Columbus,Indiana,Central,Furniture,Furnishings,121.3,2,0,25.473,0.008894296,,,
Standard Class,Consumer,Columbus,Indiana,Central,Technology,Phones,1454.49,9,0,378.1674,0.132043063,,,
Standard Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,60.81,3,0,17.0268,0.005945174,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Binders,153.552,3,0.2,51.8238,0.01809509,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,65.34,3,0,22.869,0.007985069,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Paper,123.92,4,0,55.764,0.019470873,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Appliances,35.1,3,0,12.285,0.0042895,,,
Standard Class,Consumer,Seattle,Washington,West,Technology,Accessories,44.75,5,0,8.5025,0.002968781,,,
Standard Class,Consumer,Knoxville,Tennessee,South,Office Supplies,Art,4.704,2,0.2,0.4116,0.000143717,,,
Standard Class,Consumer,Montgomery,Alabama,South,Office Supplies,Art,14.67,3,0,3.9609,0.00138301,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,15.552,3,0.2,5.4432,0.001900578,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,5.232,1,0.2,1.7004,0.000593721,,,
Standard Class,Consumer,Little Rock,Arkansas,South,Furniture,Furnishings,22.2,6,0,9.102,0.003178106,,,
Standard Class,Consumer,Little Rock,Arkansas,South,Technology,Phones,881.93,7,0,229.3018,0.08006431,,,
Standard Class,Home Office,Seattle,Washington,West,Office Supplies,Binders,6.096,2,0.2,2.1336,0.00074498,,,
Standard Class,Home Office,Seattle,Washington,West,Furniture,Furnishings,191.82,3,0,74.8098,0.026121012,,,
Standard Class,Consumer,Lancaster,Pennsylvania,East,Furniture,Furnishings,20.104,1,0.2,1.7591,0.000614217,,,
Second Class,Home Office,Bristol,Tennessee,South,Office Supplies,Art,67.56,3,0.2,8.445,0.002948704,,,
Standard Class,Home Office,Aurora,Illinois,Central,Office Supplies,Binders,29.932,7,0.8,-46.3946,-0.0161994,,,
Standard Class,Home Office,Aurora,Illinois,Central,Technology,Phones,38.272,4,0.2,3.8272,0.001336327,,,
Standard Class,Home Office,New York City,New York,East,Office Supplies,Art,16.52,4,0,7.5992,0.00265338,,,
Second Class,Consumer,Fairfield,Connecticut,East,Technology,Phones,832.93,7,0,233.2204,0.081432551,,,
Second Class,Consumer,Fairfield,Connecticut,East,Office Supplies,Binders,43.8,10,0,21.024,0.007340858,,,
First Class,Corporate,Lincoln Park,Michigan,Central,Office Supplies,Appliances,167.292,6,0.1,29.7408,0.010384466,,,
Standard Class,Consumer,New York City,New York,East,Furniture,Furnishings,27.42,1,0,11.2422,0.00392539,,,
First Class,Consumer,San Jose,California,West,Office Supplies,Binders,1.44,1,0.2,0.504,0.000175979,,,
First Class,Consumer,San Jose,California,West,Office Supplies,Binders,61.776,13,0.2,20.8494,0.007279894,,,
First Class,Consumer,San Jose,California,West,Office Supplies,Appliances,241.96,2,0,60.49,0.02112103,,,
First Class,Consumer,San Jose,California,West,Furniture,Chairs,108.608,4,0.2,9.5032,0.003318191,,,
Standard Class,Corporate,Jacksonville,Florida,South,Office Supplies,Art,2.816,2,0.2,0.9856,0.000344138,,,
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Binders,9.984,4,0.2,3.6192,0.0012637,,,
Standard Class,Corporate,San Francisco,California,West,Office Supplies,Storage,14.98,1,0,4.1944,0.00146454,,,
Standard Class,Corporate,San Francisco,California,West,Technology,Phones,1145.6,4,0.2,100.24,0.035000364,,,
Same Day,Consumer,Marion,Ohio,East,Technology,Phones,485.94,2,0.4,-89.089,-0.031106818,,,
Same Day,Consumer,Marion,Ohio,East,Office Supplies,Art,37.376,8,0.2,4.672,0.001631302,,,
Same Day,Consumer,Marion,Ohio,East,Furniture,Chairs,70.686,1,0.3,-24.2352,-0.008462099,,,
Standard Class,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,54.816,3,0.2,17.8152,0.006220456,,,
Second Class,Consumer,Littleton,Colorado,West,Furniture,Bookcases,72.294,1,0.7,-98.8018,-0.034498194,,,
Standard Class,Corporate,Austin,Texas,Central,Office Supplies,Fasteners,2.896,2,0.2,0.4706,0.000164317,,,
Standard Class,Corporate,Austin,Texas,Central,Technology,Phones,124.792,1,0.2,15.599,0.005446635,,,
Standard Class,Consumer,New York City,New York,East,Furniture,Tables,330.588,1,0.4,-115.7058,-0.04040049,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Binders,673.568,2,0.2,252.588,0.088195051,,,
Standard Class,Consumer,San Francisco,California,West,Office Supplies,Appliances,52.98,2,0,14.8344,0.005179663,,,
Standard Class,Consumer,La Porte,Indiana,Central,Furniture,Furnishings,526.45,5,0,31.587,0.011029095,,,
Standard Class,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,228.92,5,0.2,14.3075,0.004995687,,,
Second Class,Consumer,Portland,Oregon,West,Technology,Phones,319.968,4,0.2,35.9964,0.012568706,,,
Standard Class,Corporate,Burlington,Vermont,East,Technology,Accessories,205.03,7,0,67.6599,0.023624512,,,
Second Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Storage,190.86,2,0,11.4516,0.003998505,,,
Second Class,Consumer,Indianapolis,Indiana,Central,Office Supplies,Art,24.32,8,0,8.2688,0.002887181,,,
Standard Class,Home Office,Provo,Utah,West,Office Supplies,Supplies,44.4,5,0,12.432,0.004340827,,,
Standard Class,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,44.4,2,0.6,-52.17,-0.018215972,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,1016.792,1,0.2,381.297,0.133135812,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,38.136,7,0.2,13.3476,0.004660523,,,
Standard Class,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,494.982,3,0.4,-115.4958,-0.040327165,,,
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Storage,56.56,2,0,15.2712,0.005332178,,,
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Art,5.56,2,0,1.4456,0.000504754,,,
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Fasteners,9.02,2,0,3.5178,0.001228295,,,
Standard Class,Home Office,Pasadena,California,West,Office Supplies,Appliances,8.62,1,0,2.2412,0.00078255,,,
Standard Class,Home Office,Pasadena,California,West,Technology,Phones,659.976,3,0.2,49.4982,0.017283071,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,13.36,2,0,6.4128,0.002239129,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,41.72,5,0.2,13.0375,0.004552247,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Binders,11.52,5,0.2,4.176,0.001458116,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Appliances,541.44,6,0,157.0176,0.054825151,,,
Second Class,Consumer,Los Angeles,California,West,Office Supplies,Paper,19.44,3,0,9.3312,0.003258134,,,
Second Class,Home Office,San Diego,California,West,Office Supplies,Paper,143.7,3,0,68.976,0.024084049,,,
First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,43.26,3,0,14.2758,0.004984619,,,
First Class,Corporate,San Francisco,California,West,Office Supplies,Appliances,43.56,2,0,15.246,0.005323379,,,
Standard Class,Corporate,Bangor,Maine,East,Technology,Phones,437.85,3,0,131.355,0.045864653,,,
Standard Class,Corporate,Bangor,Maine,East,Furniture,Furnishings,109.48,2,0,33.9388,0.011850263,,,
First Class,Consumer,San Francisco,California,West,Furniture,Chairs,1212.96,7,0.2,90.972,0.031764297,,,
First Class,Consumer,San Francisco,California,West,Office Supplies,Paper,18.54,2,0,8.7138,0.00304256,,,
Second Class,Home Office,San Diego,California,West,Office Supplies,Fasteners,5,1,0,2.4,0.000837998,,,
Second Class,Home Office,San Diego,California,West,Technology,Accessories,371.97,3,0,66.9546,0.023378246,,,
Same Day,Consumer,New York City,New York,East,Technology,Accessories,166.24,1,0,24.936,0.008706794,,,
First Class,Consumer,Arlington,Virginia,South,Furniture,Bookcases,359.97,3,0,79.1934,0.027651614,,,
Second Class,Consumer,Atlanta,Georgia,South,Technology,Accessories,499.98,2,0,114.9954,0.040152443,,,
Second Class,Consumer,Atlanta,Georgia,South,Office Supplies,Paper,5.28,1,0,2.376,0.000829618,,,
Second Class,Consumer,Atlanta,Georgia,South,Office Supplies,Binders,8.26,2,0,3.8822,0.001355531,,,
Same Day,Home Office,Monroe,North Carolina,South,Office Supplies,Paper,7.968,2,0.2,2.6892,0.000938976,,,
Same Day,Consumer,Seattle,Washington,West,Office Supplies,Paper,12.96,2,0,6.3504,0.002217341,,,
Standard Class,Corporate,Rochester,New York,East,Office Supplies,Paper,6.48,1,0,3.1104,0.001086045,,,
Standard Class,Corporate,Rochester,New York,East,Office Supplies,Binders,6.984,1,0.2,2.3571,0.000823018,,,
Standard Class,Corporate,Miami,Florida,South,Office Supplies,Art,47.96,5,0.2,4.1965,0.001465274,,,
Standard Class,Consumer,Seattle,Washington,West,Office Supplies,Storage,199.74,6,0,47.9376,0.016738163,,,
Standard Class,Consumer,San Francisco,California,West,Furniture,Furnishings,435.26,7,0,95.7572,0.033435124,,,
Standard Class,Consumer,San Francisco,California,West,Technology,Copiers,1119.984,2,0.2,377.9946,0.131982727,,,
Second Class,Corporate,Los Angeles,California,West,Furniture,Tables,143.432,1,0.2,3.5858,0.001252038,,,
Second Class,Corporate,Los Angeles,California,West,Furniture,Chairs,122.352,3,0.2,13.7646,0.004806125,,,
Standard Class,Consumer,Southaven,Mississippi,South,Office Supplies,Storage,306.2,5,0,0,0,,,
Standard Class,Consumer,Southaven,Mississippi,South,Furniture,Tables,85.98,1,0,22.3548,0.007805528,,,
